Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Price,PER,ROE,PER_Rank,ROE_Rank,Magic_Score
003310,KR7003310000,대주산업,KOSDAQ,우량기업부,1666,1,9,0.54,1657,1677,1640,52602,87217141,58963655100,35392350,KSQ,1675,9.25,6.94,593.5,706.5,1300.0
001120,KR7001120005,LX인터내셔널,KOSPI,,39950,1,450,1.14,39450,40150,38450,40640,1591166950,1548462000000,38760000,STK,40500,13.12,13.9,807.0,493.5,1300.5
479960,KR7479960007,위너스일렉,KOSDAQ,중견기업부,5950,2,-50,-0.83,6000,6040,5920,189,1130240,42399700000,7126000,KSQ,5940,9.97,8.43,640.0,661.5,1301.5
0126Z0,KR70126Z0002,삼성에피스홀딩스,KOSPI,,364000,3,0,0.0,368000,369500,362000,12040,4388818000,9057429836000,24883049,STK,356000,16.78,17.14,920.0,381.5,1301.5
003570,KR7003570009,SNT다이내믹스,KOSPI,,28550,1,400,1.42,28400,28850,27900,26453,750746200,949364499350,33252697,STK,28550,19.32,18.47,970.0,332.0,1302.0
007210,KR7007210008,벽산,KOSPI,,1417,2,-8,-0.56,1430,1430,1402,30574,43144779,92615120000,65360000,STK,1415,6.64,3.29,382.0,920.0,1302.0
326030,KR7326030004,SK바이오팜,KOSPI,,86800,1,500,0.58,86600,88700,85500,39690,3454811900,6797590100000,78313250,STK,86200,16.84,17.14,922.5,381.5,1304.0
241790,KR7241790005,티이엠씨씨엔에스,KOSDAQ,우량기업부,6070,1,70,1.17,6140,6140,5940,14238,86018195,60715988380,10002634,KSQ,6070,43.05,33.24,1175.0,130.0,1305.0
009070,KR7009070004,KCTC,KOSPI,,4075,1,55,1.37,4020,4105,4005,33658,136582015,122250000000,30000000,STK,4020,4.23,-0.78,176.0,1131.0,1307.0
0008Z0,KR70008Z0005,에스엔시스,KOSDAQ,벤처기업부,24900,1,1350,5.73,24050,25050,23750,14121,346277275,234970443600,9436564,KSQ,25150,12.96,13.42,802.0,508.0,1310.0
134380,KR7134380005,미원화학,KOSPI,,10300,2,-10,-0.1,10300,10300,10300,7451,76745300,226524604000,21992680,STK,10320,5.52,0.95,276.5,1034.5,1311.0
900290,HK0000307485,GRT,KOSDAQ,외국기업(소속부없음),4060,2,-140,-3.33,4160,4205,3950,265500,1070196821,339052808640,83510544,KSQ,3925,4.18,-2.2,170.5,1140.5,1311.0
004980,KR7004980009,성신양회,KOSPI,,8280,2,-50,-0.6,8370,8370,8150,42830,355315375,202993084440,24516073,STK,8420,6.78,3.29,392.0,920.0,1312.0
205500,KR7205500002,넥써쓰,KOSDAQ,중견기업부,1823,2,-26,-1.41,1849,1850,1798,19450,35239827,148364937035,81385045,KSQ,1791,33.17,29.77,1126.0,186.0,1312.0
004780,KR7004780003,대륙제관,KOSDAQ,우량기업부,4150,3,0,0.0,4180,4180,4115,5945,24645165,65998275850,15903199,KSQ,4155,6.0,1.71,326.0,987.5,1313.5
217500,KR7217500008,러셀,KOSDAQ,벤처기업부,1556,1,11,0.71,1545,1561,1510,12049,18598936,49499472000,31812000,KSQ,1544,45.41,33.24,1184.0,130.0,1314.0
059100,KR7059100008,아이컴포넌트,KOSDAQ,벤처기업부,6950,2,-20,-0.29,6970,7180,6810,43827,307958030,49142477000,7070860,KSQ,6960,4.7,-0.27,210.5,1104.5,1315.0
194700,KR7194700001,노바렉스,KOSDAQ,우량기업부,10700,2,-60,-0.56,10850,10960,10670,31598,340960435,195326873600,18254848,KSQ,10610,4.57,-0.4,196.0,1121.0,1317.0
039420,KR7039420005,케이엘넷,KOSDAQ,중견기업부,2745,1,5,0.18,2740,2750,2670,4164,11322155,62989498530,22946994,KSQ,2730,7.65,4.56,487.0,830.5,1317.5
298020,KR7298020009,효성티앤씨,KOSPI,,359000,1,14000,4.06,345500,363500,343000,9048,3236670500,1553637838000,4327682,STK,354000,13.61,13.9,824.0,493.5,1317.5
027410,KR7027410000,BGF,KOSPI,,3850,2,-10,-0.26,3900,3900,3825,20991,81018150,368509645350,95716791,STK,3855,5.56,0.95,283.0,1034.5,1317.5
095340,KR7095340006,ISC,KOSDAQ,우량기업부,173700,1,3200,1.88,171100,178000,170100,64644,11220801450,3681928974600,21197058,KSQ,173100,47.31,33.24,1188.0,130.0,1318.0
003800,KR7003800000,에이스침대,KOSDAQ,우량기업부,32800,2,-150,-0.46,32150,33150,32150,527,17266000,363752000000,11090000,KSQ,32900,5.97,1.34,323.5,995.0,1318.5
033310,KR7033310004,엠투엔,KOSDAQ,중견기업부,1470,2,-7,-0.47,1477,1497,1459,22696,33363460,58759510320,39972456,KSQ,1480,20.56,18.47,987.0,332.0,1319.0
039030,KR7039030002,이오테크닉스,KOSDAQ,우량기업부,430500,1,28500,7.09,407000,432000,405500,57233,24075506250,5303566275000,12319550,KSQ,418500,47.51,33.24,1190.0,130.0,1320.0
321260,KR7321260002,프로이천,KOSDAQ,벤처기업부,1620,2,-8,-0.49,1628,1648,1594,18971,30572525,45671176080,28192084,KSQ,1617,4.81,-0.27,216.5,1104.5,1321.0
020120,KR7020120002,키다리스튜디오,KOSPI,,6500,2,-490,-7.01,6970,6970,6500,86165,573942220,240914479000,37063766,STK,6000,18.07,17.73,948.0,377.0,1325.0
489460,KR7489460006,바이오비쥬,KOSDAQ,벤처기업부,11130,2,-370,-3.22,11330,11480,11110,21572,242607170,164204084310,14753287,KSQ,10870,25.1,20.19,1054.0,272.5,1326.5
083420,KR7083420000,그린케미칼,KOSPI,,4835,2,-5,-0.1,4860,4865,4790,3164,15323555,116040000000,24000000,STK,4785,5.7,0.95,292.0,1034.5,1326.5
024900,KR7024900003,디와이덕양,KOSPI,,1697,2,-1,-0.06,1698,1698,1688,2310,3910333,55262771060,32564980,STK,1686,21.07,18.47,996.0,332.0,1328.0
104460,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,7600,2,-90,-1.17,7700,7740,7500,3438,26170020,79937567600,10518101,KSQ,7480,9.08,6.85,580.5,747.5,1328.0
306200,KR7306200007,세아제강,KOSPI,,147000,1,8500,6.14,141600,149000,140200,12986,1899586450,416936100000,2836300,STK,146400,7.41,4.55,464.0,865.5,1329.5
052860,KR7052860004,아이앤씨,KOSDAQ,벤처기업부,6100,2,-20,-0.33,6120,6210,6010,8845,53740620,108987809400,17866854,KSQ,6270,50.16,33.24,1200.0,130.0,1330.0
056360,KR7056360001,코위버,KOSDAQ,벤처기업부,5100,2,-70,-1.35,5260,5260,5050,4835,24614280,49963680000,9796800,KSQ,5060,17.63,16.58,940.0,391.0,1331.0
0013V0,KR70013V0002,삼진식품,KOSDAQ,중견기업부,5040,2,-30,-0.59,5080,5120,4980,28054,141055615,49990026240,9918656,KSQ,5060,8.75,6.36,557.0,775.0,1332.0
002700,KR7002700003,신일전자,KOSPI,,997,1,3,0.3,994,999,989,101979,101282326,68341878437,68547521,STK,992,12.4,12.33,777.0,557.5,1334.5
000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,155900,2,-3100,-1.95,161100,162700,155400,36758,5782119450,3657019884800,23457472,KSQ,155300,204.88,49.59,1297.0,38.5,1335.5
004830,KR7004830006,덕성,KOSPI,,3305,2,-5,-0.15,3310,3375,3280,12070,39924780,51822400000,15680000,STK,3290,15.52,14.5,886.5,450.0,1336.5
067370,KR7067370007,선바이오,KOSDAQ,기술성장기업부,6130,2,-80,-1.29,6220,6220,6110,565,3477240,74870845330,12213841,KSQ,6120,17.39,16.5,935.0,404.0,1339.0
077970,KR7077970002,STX엔진,KOSPI,,23650,1,450,1.94,23600,23850,22900,38936,913436225,949501689950,40148063,STK,23450,13.94,13.42,831.0,508.0,1339.0
003610,KR7003610003,방림,KOSPI,,5610,1,70,1.26,5540,5620,5510,34626,193154710,180141464580,32110778,STK,5570,15.69,14.5,890.0,450.0,1340.0
223250,KR7223250002,드림씨아이에스,KOSDAQ,벤처기업부,3300,2,-35,-1.05,3320,3330,3265,7026,23191240,81181465200,24600444,KSQ,3440,245.71,49.59,1302.0,38.5,1340.5
073010,KR7073010001,케이에스피,KOSDAQ,우량기업부,2735,1,25,0.92,2790,2790,2670,27069,73509340,109923068750,40191250,KSQ,2750,13.96,13.42,833.5,508.0,1341.5
011210,KR7011210002,현대위아,KOSPI,,57300,1,900,1.6,56400,57700,55900,19564,1115137600,1558278255900,27195083,STK,57100,21.89,18.47,1011.5,332.0,1343.5
112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,9350,2,-100,-1.06,9540,9590,9200,23613,219650785,189067191500,20221090,KSQ,9230,58.05,33.24,1215.0,130.0,1345.0
024800,KR7024800005,유성티엔에스,KOSDAQ,우량기업부,4635,1,150,3.34,4545,4755,4425,47146,217860858,163269589950,35225370,KSQ,4675,1.84,-78.65,29.5,1317.0,1346.5
055550,KR7055550008,신한지주,KOSPI,,113600,1,3100,2.81,113000,115900,110600,568558,65017526600,53329547150400,469450239,STK,114400,10.24,7.29,662.0,685.0,1347.0
036190,KR7036190007,금화피에스시,KOSDAQ,우량기업부,33650,2,-50,-0.15,33500,34600,33500,1599,54043700,201900000000,6000000,KSQ,33650,6.74,2.8,390.5,958.0,1348.5
420770,KR7420770000,기가비스,KOSDAQ,우량기업부,99700,2,-2600,-2.54,100600,103400,98700,29006,2908401500,1263773072600,12675758,KSQ,100800,60.91,33.24,1220.0,130.0,1350.0
448710,KR7448710004,코츠테크놀로지,KOSDAQ,벤처기업부,11220,2,-130,-1.15,11350,11560,11220,2566,29074290,59300976240,5285292,KSQ,11020,7.43,4.28,465.5,885.0,1350.5
085910,KR7085910008,네오티스,KOSDAQ,중견기업부,14890,3,0,0.0,15100,15310,14440,25266,372959765,205404840020,13794818,KSQ,14590,22.48,18.47,1019.0,332.0,1351.0
005180,KR7005180005,빙그레,KOSPI,,92100,2,-700,-0.75,91500,92700,90700,32682,3006742000,853677755100,9269031,STK,92200,10.03,6.94,644.5,706.5,1351.0
377450,KR7377450002,리파인,KOSDAQ,우량기업부,16820,1,20,0.12,16830,16850,16790,100593,1690751820,291490600000,17330000,KSQ,16750,29.59,21.72,1103.0,248.0,1351.0
004000,KR7004000006,롯데정밀화학,KOSPI,,46600,1,650,1.41,46200,47400,45200,21328,991107200,1202280000000,25800000,STK,45900,5.89,0.95,317.0,1034.5,1351.5
025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,7900,2,-10,-0.13,7910,7920,7810,3878,30517370,295809740900,37444271,KSQ,7820,8.15,4.56,521.5,830.5,1352.0
047770,KR7047770003,코데즈컴바인,KOSDAQ,중견기업부,3985,1,35,0.89,3890,4135,3885,1738760,6958202175,150802768970,37842602,KSQ,4000,16.13,14.5,905.0,450.0,1355.0
034230,KR7034230003,파라다이스,KOSPI,,10100,1,60,0.6,10150,10260,10080,122411,1245764560,935556758200,92629382,STK,9790,12.12,9.62,764.0,591.5,1355.5
079960,KR7079960001,동양이엔피,KOSDAQ,우량기업부,18110,2,-90,-0.49,18170,18180,17890,7133,128517660,136760526380,7551658,KSQ,17950,2.5,-51.02,59.5,1297.0,1356.5
355150,KR7355150004,코스텍시스,KOSDAQ,벤처기업부,18610,2,-210,-1.12,19200,19240,18400,19229,358929350,145108683500,7797350,KSQ,18150,66.97,33.24,1230.0,130.0,1360.0
010140,KR7010140002,삼성중공업,KOSPI,,21000,1,1060,5.32,20200,21200,19900,2016198,41601809495,18480000000000,880000000,STK,21650,33.72,25.2,1129.0,231.5,1360.5
120030,KR7120030002,조선선재,KOSPI,,83800,1,300,0.36,82800,83900,82100,54,4502900,105391153800,1257651,STK,83500,7.75,4.55,495.5,865.5,1361.0
002810,KR7002810000,삼영무역,KOSPI,,22050,2,-250,-1.12,22200,22200,21950,3158,69632950,407196203400,18466948,STK,22100,6.08,0.95,328.0,1034.5,1362.5
263720,KR7263720005,디앤씨미디어,KOSDAQ,우량기업부,7100,2,-20,-0.28,7040,7200,7040,2803,19809950,88129396100,12412591,KSQ,7030,8.85,4.7,563.5,801.5,1365.0
053800,KR7053800009,안랩,KOSDAQ,우량기업부,58100,3,0,0.0,58800,58800,57000,5011,290783100,646449998600,11126506,KSQ,57100,12.77,11.25,791.0,574.0,1365.0
004430,KR7004430005,송원산업,KOSPI,,12060,1,730,6.44,11340,12150,11260,180111,2144758325,289440000000,24000000,STK,11900,6.12,0.95,332.0,1034.5,1366.5
005750,KR7005750005,대림바스,KOSPI,,4675,1,10,0.21,4665,4715,4595,25391,117462135,77568722000,16592240,STK,4710,4.83,-4.42,219.5,1147.5,1367.0
024840,KR7024840001,KBI메탈,KOSDAQ,중견기업부,5160,2,-270,-4.97,5510,5530,5060,792672,4138469870,223382777760,43291236,KSQ,5120,10.92,8.43,706.0,661.5,1367.5
105560,KR7105560007,KB금융,KOSPI,,176900,1,7800,4.61,171600,179300,169400,578060,101988124150,62744260144600,354687734,STK,177900,10.62,7.29,686.0,685.0,1371.0
265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,18640,2,-100,-0.53,18790,18950,18590,14694,275138340,280547303440,15050821,KSQ,18460,5.38,-0.27,266.5,1104.5,1371.0
263860,KR7263860009,지니언스,KOSDAQ,벤처기업부,16210,2,-720,-4.25,16920,16920,16200,28555,466620660,147180316000,9079600,KSQ,15920,13.96,12.6,833.5,540.0,1373.5
054920,KR7054920004,한컴위드,KOSDAQ,중견기업부,3705,2,-5,-0.13,3795,3800,3650,52890,195593760,104544285105,28217081,KSQ,3665,11.78,8.93,746.0,629.0,1375.0
120240,KR7120240007,대정화금,KOSDAQ,우량기업부,14850,3,0,0.0,14850,14850,14650,2460,36253890,106777306350,7190391,KSQ,14750,6.22,0.95,343.0,1034.5,1377.5
085310,KR7085310001,엔케이,KOSPI,,9100,2,-120,-1.3,9220,9230,9090,15817,144448140,67504473400,7418074,STK,9170,14.98,13.42,870.5,508.0,1378.5
002290,KR7002290005,삼일기업공사,KOSDAQ,우량기업부,3375,1,15,0.45,3360,3375,3350,1904,6405872,41850000000,12400000,KSQ,3365,7.03,2.8,421.0,958.0,1379.0
332290,KR7332290006,누보,KOSDAQ,벤처기업부,897,0,0,0.0,0,0,0,0,0,35607533559,39696247,KSQ,897,6.27,0.95,346.0,1034.5,1380.5
034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,104400,2,-400,-0.38,104800,104800,104000,254,26522500,474029661600,4540514,KSQ,104500,18.7,14.72,954.0,428.5,1382.5
024090,KR7024090003,디씨엠,KOSPI,,11700,1,180,1.56,11610,11700,11450,10808,124375070,133380000000,11400000,STK,11670,11.92,8.93,754.0,629.0,1383.0
040420,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,5820,1,10,0.17,5810,5820,5790,3052,17701175,91243352640,15677552,KSQ,5800,12.26,8.96,769.5,615.0,1384.5
218410,KR7218410009,RFHIC,KOSDAQ,우량기업부,47100,2,-400,-0.84,48100,48850,45400,161904,7552950250,1251703318200,26575442,KSQ,46450,37.13,24.64,1150.0,236.0,1386.0
403850,KR7403850001,더핑크퐁컴퍼니,KOSDAQ,중견기업부,12780,2,-1180,-8.45,13290,13360,12700,102280,1322785820,183405907800,14351010,KSQ,13000,4.22,-11.73,174.5,1212.5,1387.0
043260,KR7043260009,성호전자,KOSDAQ,우량기업부,15900,2,-680,-4.1,16800,17000,15650,450403,7263250175,1167593476800,73433552,KSQ,15610,3.07,-51.02,90.0,1297.0,1387.0
005380,KR7005380001,현대차,KOSPI,,382500,1,4500,1.19,381500,386000,374500,165129,62898841250,78319845495000,204757766,STK,383500,12.49,9.14,780.0,608.5,1388.5
264900,KR7264900002,크라운제과,KOSPI,,8110,2,-50,-0.61,8160,8200,8100,2561,20807705,101568423500,12523850,STK,8080,10.51,6.94,683.0,706.5,1389.5
277070,KR7277070009,린드먼아시아,KOSDAQ,중견기업부,3265,2,-35,-1.06,3300,3300,3230,152,497855,44704380000,13692000,KSQ,3190,12.66,9.39,788.0,602.0,1390.0
031430,KR7031430002,신세계인터내셔날,KOSPI,,10420,2,-10,-0.1,10580,10580,10300,13324,139610440,364554120000,34986000,STK,10350,17.63,14.5,940.0,450.0,1390.0
073490,KR7073490005,LIG아큐버,KOSDAQ,우량기업부,28650,2,-650,-2.22,29300,29800,28400,16057,460749425,217850187900,7603846,KSQ,28500,21.35,16.58,1000.0,391.0,1391.0
006840,KR7006840003,AK홀딩스,KOSPI,,7850,1,300,3.97,7550,7850,7500,6003,46238180,103993353850,13247561,STK,7950,6.34,0.95,357.0,1034.5,1391.5
122640,KR7122640006,예스티,KOSDAQ,벤처기업부,27600,1,600,2.22,27350,27900,26950,124892,3415860500,597576570000,21651325,KSQ,26800,91.78,33.24,1262.0,130.0,1392.0
051370,KR7051370005,인터플렉스,KOSDAQ,우량기업부,6330,1,20,0.32,6400,6500,6330,24660,157979395,147662897760,23327472,KSQ,6220,4.69,-9.33,209.0,1184.0,1393.0
049480,KR7049480007,오픈베이스,KOSDAQ,우량기업부,1834,2,-5,-0.27,1855,1900,1820,43968,80832990,57628650422,31422383,KSQ,1844,5.07,-5.46,239.0,1155.5,1394.5
028050,KR7028050003,삼성E&A,KOSPI,,44650,1,950,2.17,44050,45175,43800,382776,17033373950,8751400000000,196000000,STK,46200,13.66,11.86,825.5,570.0,1395.5
008370,KR7008370009,원풍,KOSDAQ,우량기업부,5030,2,-10,-0.2,5040,5080,4965,2595,13000450,60360000000,12000000,KSQ,5050,6.42,0.95,362.0,1034.5,1396.5
033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,16920,1,380,2.3,16900,17070,16510,35077,591485175,507422238480,29989494,KSQ,17060,6.43,0.95,363.5,1034.5,1398.0
038680,KR7038680005,에스넷,KOSDAQ,우량기업부,3890,2,-20,-0.51,3925,4140,3855,32246,126119365,77460177380,19912642,KSQ,3915,8.94,4.56,569.5,830.5,1400.0
052330,KR7052330008,코텍,KOSDAQ,우량기업부,11800,2,-10,-0.08,11900,11930,11740,3456,40863490,209586750200,17761589,KSQ,11710,4.22,-16.2,174.5,1227.0,1401.5
036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,4715,1,20,0.43,4695,4745,4690,14664,69263370,231125249815,49019141,KSQ,4700,5.2,-5.01,253.0,1150.0,1403.0
004590,KR7004590006,한국가구,KOSDAQ,중견기업부,4970,2,-80,-1.58,4965,5050,4965,10010,50052755,74550000000,15000000,KSQ,4965,5.33,-2.27,260.5,1143.5,1404.0
117670,KR7117670000,알파칩스,KOSDAQ,벤처기업부,8120,1,70,0.87,8450,8450,8020,3299,26756500,54093345040,6661742,KSQ,8040,114.86,33.24,1275.0,130.0,1405.0
012610,KR7012610002,경인양행,KOSPI,,3170,1,5,0.16,3165,3200,3120,36407,114818561,131923877050,41616365,STK,3150,6.51,0.95,371.0,1034.5,1405.5
352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,우량기업부,21550,1,100,0.47,21600,22050,21450,3507,76136050,293724366550,13629901,KSQ,21550,34.42,20.19,1133.5,272.5,1406.0
012750,KR7012750006,에스원,KOSPI,,81400,1,1200,1.5,80300,81900,79700,10525,854877400,3093133089200,37999178,STK,79800,19.85,14.72,979.0,428.5,1407.5
373160,KR7373160001,데이원컴퍼니,KOSDAQ,기술성장기업부,3070,1,40,1.32,3030,3450,2995,5009,16123315,42388929830,13807469,KSQ,3005,12.79,8.96,792.5,615.0,1407.5
083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,9350,2,-70,-0.74,9450,9630,9300,29371,276505250,166523808550,17810033,KSQ,9110,124.79,33.24,1279.0,130.0,1409.0
200710,KR7200710002,에이디테크놀로지,KOSDAQ,중견기업부,22850,2,-500,-2.14,23600,23800,22550,41131,944253275,307606859950,13462007,KSQ,22450,131.29,33.24,1282.0,130.0,1412.0
001560,KR7001560002,제일연마,KOSPI,,9140,1,60,0.66,9090,9140,9010,844,7690090,69464000000,7600000,STK,9190,12.62,8.93,784.5,629.0,1413.5
277880,KR7277880001,티에스아이,KOSDAQ,우량기업부,3580,2,-20,-0.56,3780,3780,3560,13345,48666750,71038698960,19843212,KSQ,3590,4.94,-9.33,230.0,1184.0,1414.0
036670,KR7036670008,삼양케이씨아이,KOSDAQ,우량기업부,5140,1,20,0.39,5120,5150,5110,250,1279120,55307428000,10760200,KSQ,5150,6.63,0.95,381.0,1034.5,1415.5
060850,KR7060850005,영림원소프트랩,KOSDAQ,벤처기업부,4675,1,30,0.65,4600,4700,4600,4140,19245795,38012425000,8131000,KSQ,4665,15.15,12.6,876.0,540.0,1416.0
271560,KR7271560005,오리온,KOSPI,,129700,1,2200,1.73,127700,131500,126900,24398,3171921500,5126883803600,39528788,STK,128600,12.13,8.5,765.0,651.0,1416.0
001270,KR7001270008,부국증권,KOSPI,,53300,2,-400,-0.74,54800,54800,53200,1093,58700300,552714923800,10369886,STK,52900,17.61,14.48,938.0,478.0,1416.0
004840,KR7004840005,DRB동일,KOSPI,,4085,3,0,0.0,4085,4095,4045,9774,39715680,78727606940,19272364,STK,4030,6.68,0.95,386.0,1034.5,1420.5
014190,KR7014190003,원익큐브,KOSDAQ,우량기업부,1234,2,-3,-0.24,1234,1246,1226,7914,9759783,43677517614,35395071,KSQ,1235,6.68,0.95,386.0,1034.5,1420.5
208140,KR7208140004,정다운,KOSDAQ,우량기업부,2275,2,-25,-1.09,2300,2310,2260,22928,52059445,74356659650,32684246,KSQ,2295,11.03,6.94,714.5,706.5,1421.0
201490,KR7201490000,미투온,KOSDAQ,중견기업부,2620,1,175,7.16,2455,2750,2415,1127601,2963189790,85736162120,32723726,KSQ,2610,70.54,29.77,1236.0,186.0,1422.0
044490,KR7044490001,태웅,KOSDAQ,우량기업부,37450,1,200,0.54,36800,38450,35250,167130,6164592425,749276418450,20007381,KSQ,34700,68.44,29.45,1231.5,198.0,1429.5
095570,KR7095570008,AJ네트웍스,KOSPI,,4265,2,-15,-0.35,4305,4335,4250,26129,111935995,193003017135,45252759,STK,4250,3.5,-78.65,114.5,1317.0,1431.5
094820,KR7094820008,일진파워,KOSDAQ,우량기업부,11220,1,100,0.9,11200,11300,11020,16520,184179295,169183114980,15078709,KSQ,11140,7.5,2.8,475.5,958.0,1433.5
136410,KR7136410008,아셈스,KOSDAQ,벤처기업부,4040,2,-80,-1.94,4135,4135,3960,26847,107560525,44517188240,11019106,KSQ,4030,6.83,0.95,400.0,1034.5,1434.5
002630,KR7002630002,오리엔트바이오,KOSPI,,913,0,0,0.0,0,0,0,0,0,54133141326,59291502,STK,913,23.41,16.5,1031.0,404.0,1435.0
000970,KR7000970004,한국주철관,KOSPI,,6650,2,-20,-0.3,6720,6730,6640,4370,29190165,151623325000,22800500,STK,6690,8.94,4.55,569.5,865.5,1435.0
001800,KR7001800002,오리온홀딩스,KOSPI,,25550,3,0,0.0,25700,25900,25300,17059,436828150,1537002458600,60156652,STK,25350,11.3,6.94,729.5,706.5,1436.0
272550,KR7272550005,삼양패키징,KOSPI,,9820,1,20,0.2,9800,9850,9730,3265,31948390,147971746920,15068406,STK,9820,7.26,1.71,449.0,987.5,1436.5
086280,KR7086280005,현대글로비스,KOSPI,,200500,1,5500,2.82,196600,202500,192600,93398,18433025500,15037500000000,75000000,STK,202500,9.85,4.59,631.5,805.0,1436.5
072130,KR7072130008,유엔젤,KOSPI,,4800,1,5,0.1,4775,4815,4755,1005,4802565,60938179200,12695454,STK,4775,9.47,4.56,607.5,830.5,1438.0
036560,KR7036560001,KZ정밀,KOSDAQ,우량기업부,12240,1,70,0.58,12280,12280,12170,1528,18644580,192780000000,15750000,KSQ,12150,10.66,6.85,691.0,747.5,1438.5
068290,KR7068290006,삼성출판사,KOSPI,,6300,2,-40,-0.63,6330,6330,6270,2371,14927650,63000000000,10000000,STK,6250,8.29,3.65,527.5,911.0,1438.5
300080,KR7300080009,플리토,KOSDAQ,기술성장기업부,8910,1,200,2.3,8730,8980,8690,49799,440679720,147063568410,16505451,KSQ,8720,25.57,17.73,1062.0,377.0,1439.0
163280,KR7163280001,에어레인,KOSDAQ,기술성장기업부,3570,1,105,3.03,3470,3575,3455,19952,69813020,48562988460,13603078,KSQ,3495,6.88,0.95,405.0,1034.5,1439.5
126560,KR7126560002,현대퓨처넷,KOSPI,,3375,2,-5,-0.15,3380,3405,3370,32473,109808865,368553510000,109201040,STK,3390,40.84,20.19,1167.0,272.5,1439.5
217190,KR7217190008,제너셈,KOSDAQ,벤처기업부,6140,2,-110,-1.76,6280,6300,6120,15960,98923070,80764092540,13153761,KSQ,5985,427.5,33.24,1310.0,130.0,1440.0
082740,KR7082740002,한화엔진,KOSPI,,46400,1,1750,3.92,45400,46850,44300,233225,10673605800,3871947388800,83447142,STK,45750,17.44,13.42,936.0,508.0,1444.0
051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,23675,2,-275,-1.15,23900,23900,23400,1888,44551475,281059798550,11871586,KSQ,23500,5.77,-2.27,301.0,1143.5,1444.5
013120,KR7013120001,동원개발,KOSDAQ,우량기업부,2180,1,10,0.46,2170,2195,2160,15496,33643600,197961658000,90808100,KSQ,2190,7.68,2.8,490.0,958.0,1448.0
089860,KR7089860001,롯데렌탈,KOSPI,,50200,2,-300,-0.59,50400,51500,50200,42365,2152047600,1822731277600,36309388,STK,50500,15.48,11.99,884.0,566.5,1450.5
005300,KR7005300009,롯데칠성,KOSPI,,98500,1,1000,1.03,97500,99200,97200,4455,438526850,913970074000,9278884,STK,98000,15.07,11.18,874.0,577.0,1451.0
222040,KR7222040008,코스맥스엔비티,KOSDAQ,중견기업부,8360,2,-290,-3.35,8650,8650,8310,48121,405332520,172450080000,20628000,KSQ,8240,6.1,-0.4,330.5,1121.0,1451.5
027360,KR7027360007,아주IB투자,KOSDAQ,중견기업부,3055,2,-40,-1.29,3110,3160,3025,440278,1347928050,370099215330,121145406,KSQ,3025,26.54,17.85,1078.0,373.5,1451.5
448280,KR7448280008,에코아이,KOSDAQ,중견기업부,9290,2,-210,-2.21,9510,9520,9130,1582,14659130,275273188410,29631129,KSQ,9170,51.23,21.72,1204.0,248.0,1452.0
009320,KR7009320003,아진전자부품,KOSPI,,953,2,-15,-1.55,959,959,945,17192,16340721,46982680810,49299770,STK,948,31.6,18.47,1120.0,332.0,1452.0
017390,KR7017390006,서울가스,KOSPI,,55900,2,-100,-0.18,56100,56200,55400,910,50751250,276705000000,4950000,STK,55700,12.41,7.72,778.0,674.5,1452.5
136150,KR7136150000,원일티엔아이,KOSDAQ,벤처기업부,7410,1,160,2.21,7490,7500,7260,4430,32700520,62103432300,8381030,KSQ,7340,88.43,29.45,1257.0,198.0,1455.0
258610,KR7258610005,케일럼,KOSDAQ,중견기업부,1191,1,10,0.85,1181,1195,1177,9268,10923809,43453710033,36485063,KSQ,1185,74.06,28.29,1242.0,214.5,1456.5
037440,KR7037440005,희림,KOSDAQ,우량기업부,4130,1,30,0.73,4150,4195,4075,71071,293917995,57499821750,13922475,KSQ,4275,7.84,2.8,499.5,958.0,1457.5
481070,KR7481070001,에이유브랜즈,KOSDAQ,중견기업부,18020,2,-540,-2.91,18560,18560,17630,5231,95011160,258231105000,14330250,KSQ,17840,21.89,14.5,1011.5,450.0,1461.5
091590,KR7091590000,남화토건,KOSDAQ,중견기업부,7580,2,-450,-5.6,8250,8270,7310,1191804,9128627610,88989200000,11740000,KSQ,7420,7.92,2.8,505.0,958.0,1463.0
004370,KR7004370003,농심,KOSPI,,435500,2,-2000,-0.46,434000,442500,424000,11795,5118210750,2648990591000,6082642,STK,429000,13.25,8.5,814.0,651.0,1465.0
460930,KR7460930001,현대힘스,KOSDAQ,우량기업부,13260,1,280,2.16,13130,13390,12940,49575,653139275,470871497460,35510671,KSQ,13170,18.76,13.42,957.0,508.0,1465.0
